seed_id,seed_string,candidate_string,domain,routes,ranks,jaro_winkler_score,tfidf_cosine,embedding_cosine,outside_pool_sample,human_label,context_used,manual_missing_candidate,notes
bio_seed_001,Loranthus micranthus,mice,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 17}",,0.104625,,False,,,,
bio_seed_001,Loranthus micranthus,bile acid sequestrant,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 18}",,0.102631,,False,,,,
bio_seed_001,Loranthus micranthus,fecal microbiota transplantation (fmt),biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 19}",,0.101691,,False,,,,
bio_seed_001,Loranthus micranthus,Lung microbiome,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 20}",,0.100802,,False,,,,
bio_seed_001,Loranthus micranthus,Microbial keratitis,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 21}",,0.099761,,False,,,,
bio_seed_001,Loranthus micranthus,diabetic microangiopathy,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 22}",,0.098809,,False,,,,
bio_seed_001,Loranthus micranthus,microRNA-9,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 23}",,0.095504,,False,,,,
bio_seed_001,Loranthus micranthus,microbial markers,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 24}",,0.094829,,False,,,,
bio_seed_001,Loranthus micranthus,microvesicles,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 25}",,0.094598,,False,,,,
bio_seed_001,Loranthus micranthus,thrombotic microangiopathy,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 26}",,0.092577,,False,,,,
bio_seed_001,Loranthus micranthus,posttransplant diabetes mellitus,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 27}",,0.091495,,False,,,,
bio_seed_001,Loranthus micranthus,gut microbiota,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 28}",,0.09118,,False,,,,
bio_seed_001,Loranthus micranthus,Gut Microbiota,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 29}",,0.09118,,False,,,,
bio_seed_001,Loranthus micranthus,cranial nerve palsy,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 30}",,0.089356,,False,,,,
bio_seed_001,Loranthus micranthus,prostatic micro abscess,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 31}",,0.088447,,False,,,,
bio_seed_001,Loranthus micranthus,simultaneous pancreas and kidney transplantation,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 32}",,0.085924,,False,,,,
bio_seed_001,Loranthus micranthus,antimicrobial resistance,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 33}",,0.085759,,False,,,,
bio_seed_001,Loranthus micranthus,microvascular complications,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 34}",,0.085104,,False,,,,
bio_seed_001,Loranthus micranthus,Pancreas transplantation,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 35}",,0.084598,,False,,,,
bio_seed_001,Loranthus micranthus,pancreas transplantation,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 36}",,0.084598,,False,,,,
bio_seed_001,Loranthus micranthus,omicron,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 37}",,0.084202,,False,,,,
bio_seed_001,Loranthus micranthus,microvascular complication,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 38}",,0.083562,,False,,,,
bio_seed_001,Loranthus micranthus,microRNA-29a,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 39}",,0.082662,,False,,,,
bio_seed_001,Loranthus micranthus,human,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 40}",,0.082617,,False,,,,
bio_seed_001,Loranthus micranthus,intestinal microbiota and metabolites,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 41}",,0.082248,,False,,,,
bio_seed_001,Loranthus micranthus,continuous local antibiotic perfusion,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 42}",,0.082062,,False,,,,
bio_seed_001,Loranthus micranthus,renal transplant,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 43}",,0.081781,,False,,,,
bio_seed_001,Loranthus micranthus,microalbuminuria,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 44}",,0.081437,,False,,,,
bio_seed_001,Loranthus micranthus,direct oral anticoagulants,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 45}",,0.081136,,False,,,,
bio_seed_001,Loranthus micranthus,endothelial microparticle,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 46}",,0.081053,,False,,,,
bio_seed_001,Loranthus micranthus,liver transplantation,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 47}",,0.080017,,False,,,,
bio_seed_001,Loranthus micranthus,chest wall microtrauma,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 48}",,0.079955,,False,,,,
bio_seed_001,Loranthus micranthus,diabetic microvascular complications,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 49}",,0.079738,,False,,,,
bio_seed_001,Loranthus micranthus,nucleus tractus solitarius,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 50}",,0.079058,,False,,,,
bio_seed_001,Loranthus micranthus,klebsiella ozaenae,biomedical_diabetes_mellitus,embedding,"{""embedding"": 1}",,,0.461229,False,,,,
bio_seed_001,Loranthus micranthus,rifampicin,biomedical_diabetes_mellitus,embedding,"{""embedding"": 2}",,,0.391339,False,,,,
bio_seed_001,Loranthus micranthus,hemichorea,biomedical_diabetes_mellitus,embedding,"{""embedding"": 3}",,,0.390682,False,,,,
bio_seed_001,Loranthus micranthus,hemiballismus,biomedical_diabetes_mellitus,embedding,"{""embedding"": 5}",,,0.384478,False,,,,
bio_seed_001,Loranthus micranthus,lophomonas spp,biomedical_diabetes_mellitus,embedding,"{""embedding"": 6}",,,0.378337,False,,,,
bio_seed_001,Loranthus micranthus,mounjaro,biomedical_diabetes_mellitus,embedding,"{""embedding"": 7}",,,0.366233,False,,,,
bio_seed_001,Loranthus micranthus,ekiti state,biomedical_diabetes_mellitus,embedding,"{""embedding"": 8}",,,0.363937,False,,,,
bio_seed_001,Loranthus micranthus,camellia sinensis,biomedical_diabetes_mellitus,embedding,"{""embedding"": 9}",,,0.356897,False,,,,
bio_seed_001,Loranthus micranthus,mecca,biomedical_diabetes_mellitus,embedding,"{""embedding"": 10}",,,0.34557,False,,,,
bio_seed_001,Loranthus micranthus,Ethiopia,biomedical_diabetes_mellitus,embedding,"{""embedding"": 11}",,,0.341839,False,,,,
bio_seed_001,Loranthus micranthus,yellow oleander,biomedical_diabetes_mellitus,embedding,"{""embedding"": 12}",,,0.341634,False,,,,
bio_seed_001,Loranthus micranthus,india,biomedical_diabetes_mellitus,embedding,"{""embedding"": 13}",,,0.33997,False,,,,
bio_seed_001,Loranthus micranthus,kerala,biomedical_diabetes_mellitus,embedding,"{""embedding"": 14}",,,0.339128,False,,,,
bio_seed_001,Loranthus micranthus,alahsa,biomedical_diabetes_mellitus,embedding,"{""embedding"": 15}",,,0.338256,False,,,,
bio_seed_001,Loranthus micranthus,paronychia,biomedical_diabetes_mellitus,embedding,"{""embedding"": 16}",,,0.335783,False,,,,
bio_seed_001,Loranthus micranthus,northeast india,biomedical_diabetes_mellitus,embedding,"{""embedding"": 17}",,,0.33396,False,,,,
bio_seed_001,Loranthus micranthus,hafnia alvei,biomedical_diabetes_mellitus,embedding,"{""embedding"": 18}",,,0.331969,False,,,,
bio_seed_001,Loranthus micranthus,burkholderia pseudomallei,biomedical_diabetes_mellitus,embedding,"{""embedding"": 20}",,,0.325837,False,,,,
bio_seed_001,Loranthus micranthus,Indonesia,biomedical_diabetes_mellitus,embedding,"{""embedding"": 21}",,,0.323048,False,,,,
bio_seed_001,Loranthus micranthus,Leptin,biomedical_diabetes_mellitus,embedding,"{""embedding"": 22}",,,0.321177,False,,,,
bio_seed_001,Loranthus micranthus,leptin,biomedical_diabetes_mellitus,embedding,"{""embedding"": 23}",,,0.321177,False,,,,
bio_seed_001,Loranthus micranthus,siad,biomedical_diabetes_mellitus,embedding,"{""embedding"": 24}",,,0.320411,False,,,,
bio_seed_001,Loranthus micranthus,plants,biomedical_diabetes_mellitus,embedding,"{""embedding"": 25}",,,0.319053,False,,,,
bio_seed_001,Loranthus micranthus,phylogeny,biomedical_diabetes_mellitus,embedding,"{""embedding"": 26}",,,0.318021,False,,,,
bio_seed_001,Loranthus micranthus,siadh,biomedical_diabetes_mellitus,embedding,"{""embedding"": 27}",,,0.317142,False,,,,
bio_seed_001,Loranthus micranthus,farxiga,biomedical_diabetes_mellitus,embedding,"{""embedding"": 28}",,,0.316057,False,,,,
bio_seed_001,Loranthus micranthus,hajj and umrah,biomedical_diabetes_mellitus,embedding,"{""embedding"": 29}",,,0.314918,False,,,,
bio_seed_001,Loranthus micranthus,Nepal,biomedical_diabetes_mellitus,embedding,"{""embedding"": 30}",,,0.314528,False,,,,
bio_seed_001,Loranthus micranthus,bulgaria,biomedical_diabetes_mellitus,embedding,"{""embedding"": 31}",,,0.314386,False,,,,
bio_seed_001,Loranthus micranthus,inclisiran,biomedical_diabetes_mellitus,embedding,"{""embedding"": 32}",,,0.314024,False,,,,
bio_seed_001,Loranthus micranthus,Salvia mirzayanii,biomedical_diabetes_mellitus,embedding,"{""embedding"": 33}",,,0.313047,False,,,,
bio_seed_001,Loranthus micranthus,appalachia,biomedical_diabetes_mellitus,embedding,"{""embedding"": 34}",,,0.309748,False,,,,
bio_seed_001,Loranthus micranthus,urosepsis,biomedical_diabetes_mellitus,embedding,"{""embedding"": 35}",,,0.307748,False,,,,
bio_seed_001,Loranthus micranthus,mogibacterium timidum,biomedical_diabetes_mellitus,embedding,"{""embedding"": 36}",,,0.307012,False,,,,
bio_seed_001,Loranthus micranthus,nigeria,biomedical_diabetes_mellitus,embedding,"{""embedding"": 37}",,,0.305188,False,,,,
bio_seed_001,Loranthus micranthus,allodynia,biomedical_diabetes_mellitus,embedding,"{""embedding"": 38}",,,0.304399,False,,,,
bio_seed_001,Loranthus micranthus,dapt,biomedical_diabetes_mellitus,embedding,"{""embedding"": 39}",,,0.304108,False,,,,
bio_seed_001,Loranthus micranthus,ravulizumab,biomedical_diabetes_mellitus,embedding,"{""embedding"": 40}",,,0.300864,False,,,,
bio_seed_001,Loranthus micranthus,sri lanka,biomedical_diabetes_mellitus,embedding,"{""embedding"": 41}",,,0.299949,False,,,,
bio_seed_001,Loranthus micranthus,defensin,biomedical_diabetes_mellitus,embedding,"{""embedding"": 42}",,,0.299045,False,,,,
bio_seed_001,Loranthus micranthus,South Asian,biomedical_diabetes_mellitus,embedding,"{""embedding"": 43}",,,0.296655,False,,,,
bio_seed_001,Loranthus micranthus,jejunum,biomedical_diabetes_mellitus,embedding,"{""embedding"": 44}",,,0.294747,False,,,,
bio_seed_001,Loranthus micranthus,eastern india,biomedical_diabetes_mellitus,embedding,"{""embedding"": 45}",,,0.292781,False,,,,
bio_seed_001,Loranthus micranthus,diplopia,biomedical_diabetes_mellitus,embedding,"{""embedding"": 46}",,,0.292447,False,,,,
bio_seed_001,Loranthus micranthus,Solanum melongena,biomedical_diabetes_mellitus,embedding,"{""embedding"": 47}",,,0.291402,False,,,,
bio_seed_001,Loranthus micranthus,tanzania,biomedical_diabetes_mellitus,embedding,"{""embedding"": 48}",,,0.291148,False,,,,
bio_seed_001,Loranthus micranthus,octogenarian,biomedical_diabetes_mellitus,embedding,"{""embedding"": 49}",,,0.289917,False,,,,
bio_seed_001,Loranthus micranthus,NODDI,biomedical_diabetes_mellitus,embedding,"{""embedding"": 50}",,,0.288885,False,,,,
bio_seed_001,Loranthus micranthus,long term effect,biomedical_diabetes_mellitus,,{},0.633796,,,True,,,,
bio_seed_001,Loranthus micranthus,obesity and diabetes,biomedical_diabetes_mellitus,,{},0.6,,,True,,,,
bio_seed_001,Loranthus micranthus,outcome,biomedical_diabetes_mellitus,,{},0.521429,,,True,,,,
bio_seed_001,Loranthus micranthus,owerri,biomedical_diabetes_mellitus,,{},0.538889,,,True,,,,
bio_seed_001,Loranthus micranthus,active‐matrix metalloproteinase‐8,biomedical_diabetes_mellitus,,{},0.543434,,,True,,,,
bio_seed_002,Basalin,Basal Insulin,biomedical_diabetes_mellitus,embedding;jaro_winkler;tfidf,"{""embedding"": 1, ""jaro_winkler"": 1, ""tfidf"": 1}",0.907692,0.660077,0.659992,False,,,,
bio_seed_002,Basalin,basal insulin analog,biomedical_diabetes_mellitus,embedding;jaro_winkler;tfidf,"{""embedding"": 4, ""jaro_winkler"": 2, ""tfidf"": 2}",0.87,0.526069,0.591258,False,,,,
bio_seed_002,Basalin,basal ganglia,biomedical_diabetes_mellitus,embedding;jaro_winkler;tfidf,"{""embedding"": 2, ""jaro_winkler"": 3, ""tfidf"": 3}",0.863736,0.486191,0.637072,False,,,,
bio_seed_002,Basalin,Bahrain,biomedical_diabetes_mellitus,jaro_winkler;tfidf,"{""jaro_winkler"": 4, ""tfidf"": 17}",0.847619,0.130852,,False,,,,
bio_seed_002,Basalin,brain,biomedical_diabetes_mellitus,jaro_winkler,"{""jaro_winkler"": 5}",0.811429,,,False,,,,
bio_seed_002,Basalin,back pain,biomedical_diabetes_mellitus,jaro_winkler;tfidf,"{""jaro_winkler"": 6, ""tfidf"": 14}",0.805291,0.144476,,False,,,,
bio_seed_002,Basalin,ballism,biomedical_diabetes_mellitus,jaro_winkler;tfidf,"{""jaro_winkler"": 7, ""tfidf"": 19}",0.771429,0.127679,,False,,,,
bio_seed_002,Basalin,australia,biomedical_diabetes_mellitus,jaro_winkler,"{""jaro_winkler"": 8}",0.756614,,,False,,,,
bio_seed_002,Basalin,apelin,biomedical_diabetes_mellitus,jaro_winkler;tfidf,"{""jaro_winkler"": 9, ""tfidf"": 16}",0.746032,0.142115,,False,,,,
bio_seed_002,Basalin,osteocalcin,biomedical_diabetes_mellitus,jaro_winkler,"{""jaro_winkler"": 10}",0.722944,,,False,,,,
bio_seed_002,Basalin,insulin,biomedical_diabetes_mellitus,jaro_winkler;tfidf,"{""jaro_winkler"": 11, ""tfidf"": 8}",0.714286,0.1786,,False,,,,
bio_seed_002,Basalin,Insulin,biomedical_diabetes_mellitus,jaro_winkler;tfidf,"{""jaro_winkler"": 12, ""tfidf"": 9}",0.714286,0.1786,,False,,,,
bio_seed_002,Basalin,walking,biomedical_diabetes_mellitus,jaro_winkler,"{""jaro_winkler"": 13}",0.714286,,,False,,,,
bio_seed_002,Basalin,fasting,biomedical_diabetes_mellitus,jaro_winkler,"{""jaro_winkler"": 14}",0.714286,,,False,,,,
bio_seed_002,Basalin,Thailand,biomedical_diabetes_mellitus,jaro_winkler,"{""jaro_winkler"": 15}",0.713095,,,False,,,,
bio_seed_002,Basalin,Malaysia,biomedical_diabetes_mellitus,jaro_winkler,"{""jaro_winkler"": 16}",0.713095,,,False,,,,
bio_seed_002,Basalin,vascular aging,biomedical_diabetes_mellitus,jaro_winkler,"{""jaro_winkler"": 17}",0.706349,,,False,,,,
bio_seed_002,Basalin,basal cell carcinoma,biomedical_diabetes_mellitus,embedding;tfidf,"{""embedding"": 3, ""tfidf"": 4}",,0.421693,0.622949,False,,,,
bio_seed_002,Basalin,basal ganglia hyperintensities,biomedical_diabetes_mellitus,embedding;tfidf,"{""embedding"": 6, ""tfidf"": 5}",,0.350386,0.516662,False,,,,
bio_seed_002,Basalin,basophils,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 6}",,0.206356,,False,,,,
bio_seed_002,Basalin,nasal reconstruction,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 7}",,0.201393,,False,,,,
bio_seed_002,Basalin,salivary microbiota,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 10}",,0.172838,,False,,,,
bio_seed_002,Basalin,skull base osteomyelitis,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 11}",,0.153145,,False,,,,
bio_seed_002,Basalin,wound healing,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 12}",,0.151673,,False,,,,
bio_seed_002,Basalin,insulin action,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 13}",,0.150235,,False,,,,
bio_seed_002,Basalin,basic carbohydrate counting,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 15}",,0.144068,,False,,,,
bio_seed_002,Basalin,­wound healing,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 18}",,0.12944,,False,,,,
bio_seed_002,Basalin,insulin pump,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 20}",,0.12617,,False,,,,
bio_seed_002,Basalin,Insulin pump,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 21}",,0.12617,,False,,,,
bio_seed_002,Basalin,insulin therapy,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 22}",,0.126164,,False,,,,
bio_seed_002,Basalin,cord blood insulin,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 23}",,0.126033,,False,,,,
bio_seed_002,Basalin,signaling systems,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 24}",,0.124564,,False,,,,
bio_seed_002,Basalin,ghrelin,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 25}",,0.124513,,False,,,,
bio_seed_002,Basalin,Prandial insulin,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 26}",,0.124086,,False,,,,
bio_seed_002,Basalin,Hippo signaling,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 27}",,0.123329,,False,,,,
bio_seed_002,Basalin,insulin initiation,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 28}",,0.122231,,False,,,,
bio_seed_002,Basalin,Fasting Plasma Insulin,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 29}",,0.122024,,False,,,,
bio_seed_002,Basalin,low back pain,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 30}",,0.121544,,False,,,,
bio_seed_002,Basalin,inhaled insulin,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 31}",,0.121071,,False,,,,
bio_seed_002,Basalin,insulin treatment,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 32}",,0.11703,,False,,,,
bio_seed_002,Basalin,Insulin pumps,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 33}",,0.116178,,False,,,,
bio_seed_002,Basalin,Insulin glargine,biomedical_diabetes_mellitus,embedding;tfidf,"{""embedding"": 50, ""tfidf"": 34}",,0.11398,0.371637,False,,,,
bio_seed_002,Basalin,Insulin resistance,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 35}",,0.112813,,False,,,,
bio_seed_002,Basalin,insulin resistance,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 36}",,0.112813,,False,,,,
bio_seed_002,Basalin,bacteria,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 37}",,0.111766,,False,,,,
bio_seed_002,Basalin,delayed wound healing,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 38}",,0.110056,,False,,,,
bio_seed_002,Basalin,insulin calculations,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 39}",,0.109793,,False,,,,
bio_seed_002,Basalin,Insulin Analogues,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 40}",,0.106425,,False,,,,
bio_seed_002,Basalin,BDNF/TrkB signaling,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 41}",,0.105656,,False,,,,
bio_seed_002,Basalin,baltic sea,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 42}",,0.104125,,False,,,,
bio_seed_002,Basalin,Insulin sensitivity,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 43}",,0.103997,,False,,,,
bio_seed_002,Basalin,insulin sensitivity,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 44}",,0.103997,,False,,,,
bio_seed_002,Basalin,insulin deficiency,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 45}",,0.103582,,False,,,,
bio_seed_002,Basalin,insulin pump therapy,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 46}",,0.102981,,False,,,,
bio_seed_002,Basalin,bariatric,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 47}",,0.10268,,False,,,,
bio_seed_002,Basalin,cAMP/PKA signaling,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 48}",,0.102216,,False,,,,
bio_seed_002,Basalin,insulin lipodystrophy,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 49}",,0.101382,,False,,,,
bio_seed_002,Basalin,long-acting insulin,biomedical_diabetes_mellitus,tfidf,"{""tfidf"": 50}",,0.101096,,False,,,,
bio_seed_002,Basalin,melanocortin,biomedical_diabetes_mellitus,embedding,"{""embedding"": 5}",,,0.528476,False,,,,
bio_seed_002,Basalin,kisspeptin,biomedical_diabetes_mellitus,embedding,"{""embedding"": 7}",,,0.493747,False,,,,
bio_seed_002,Basalin,metformin,biomedical_diabetes_mellitus,embedding,"{""embedding"": 8}",,,0.490328,False,,,,
bio_seed_002,Basalin,incretin,biomedical_diabetes_mellitus,embedding,"{""embedding"": 9}",,,0.483152,False,,,,
bio_seed_002,Basalin,hidradenitis,biomedical_diabetes_mellitus,embedding,"{""embedding"": 10}",,,0.475944,False,,,,
bio_seed_002,Basalin,neurotrophin,biomedical_diabetes_mellitus,embedding,"{""embedding"": 11}",,,0.470283,False,,,,
bio_seed_002,Basalin,adropin,biomedical_diabetes_mellitus,embedding,"{""embedding"": 12}",,,0.469028,False,,,,
bio_seed_002,Basalin,acne vulgaris,biomedical_diabetes_mellitus,embedding,"{""embedding"": 13}",,,0.457038,False,,,,
bio_seed_002,Basalin,acne,biomedical_diabetes_mellitus,embedding,"{""embedding"": 14}",,,0.448763,False,,,,
bio_seed_002,Basalin,relaxin,biomedical_diabetes_mellitus,embedding,"{""embedding"": 15}",,,0.443471,False,,,,
bio_seed_002,Basalin,incretin-related drugs,biomedical_diabetes_mellitus,embedding,"{""embedding"": 16}",,,0.439948,False,,,,
bio_seed_002,Basalin,agomelatine,biomedical_diabetes_mellitus,embedding,"{""embedding"": 17}",,,0.434244,False,,,,
bio_seed_002,Basalin,chemerin,biomedical_diabetes_mellitus,embedding,"{""embedding"": 18}",,,0.432383,False,,,,
bio_seed_002,Basalin,Leptin,biomedical_diabetes_mellitus,embedding,"{""embedding"": 19}",,,0.42778,False,,,,
bio_seed_002,Basalin,leptin,biomedical_diabetes_mellitus,embedding,"{""embedding"": 20}",,,0.42778,False,,,,
bio_seed_002,Basalin,teneligliptin,biomedical_diabetes_mellitus,embedding,"{""embedding"": 21}",,,0.424151,False,,,,
bio_seed_002,Basalin,digoxin,biomedical_diabetes_mellitus,embedding,"{""embedding"": 22}",,,0.422901,False,,,,
