relative_historical_path,sha256,size_bytes,original_mtime,classification,contains_scopus_derived_strings,never_overwrite,note
outputs/harmonisation_maps/b3_map.csv,95601055d25f2f3b503c40dcbdcb3a5da53988c04efec422ac7db5ea3f57cb3b,3485900,2026-04-07 11:18:26.000000000 +0200,STALE,True,True,Copy of results/downstream_harmonisation_maps/b3_map.csv
outputs/harmonisation_maps/full_llm_dag_map.csv,3cc8558dc9e36b1f36eeb3ccb315ee597c97f6474f24c88e4780d6ab2177cb12,3480528,2026-04-07 11:18:26.000000000 +0200,STALE,True,True,CONFIRMED stale: 'Circular economy' cluster shows 214 members here vs. true 57 (Phase 0A Task 5)
results/downstream_harmonisation_maps/raw_map.csv,239e0ae317014f6847bfcb4494c12a740eee080d21df76ef70f4852b9efa800d,3498755,2026-04-04 02:31:02.000000000 +0200,STALE,True,True,Byte-identical to outputs/harmonisation_maps/raw_map.csv
results/downstream_harmonisation_maps/b3_map.csv,95601055d25f2f3b503c40dcbdcb3a5da53988c04efec422ac7db5ea3f57cb3b,3485900,2026-04-04 02:31:02.000000000 +0200,STALE,True,True,Byte-identical to outputs/harmonisation_maps/b3_map.csv
results/downstream_harmonisation_maps/full_llm_dag_map.csv,3cc8558dc9e36b1f36eeb3ccb315ee597c97f6474f24c88e4780d6ab2177cb12,3480528,2026-04-04 02:31:04.000000000 +0200,STALE,True,True,Byte-identical to outputs/harmonisation_maps/full_llm_dag_map.csv; ALSO currently public on origin/main — see Task 16
outputs/figures/figure_1_dag_workflow.png,27dac30f68713af00b8bcfe2d160c2bd492e5ef224dea9581f6f2d9d1ebe4d10,248762,2026-04-07 11:18:24.000000000 +0200,CURRENT_AUTHORITATIVE,False,True,"Finished, no data dependency"
outputs/figures/figure_1_dag_workflow.svg,4aabd22ba2f52fd803723d3de76e4c9933023e16e9fa6ef0d1bbb2a4c6e08c11,121568,2026-04-07 11:18:26.000000000 +0200,CURRENT_AUTHORITATIVE,False,True,"Finished, no data dependency"
outputs/figures/figure_2_thematic_comparison.png,d623a1a2abd5db75fa0791a26443e2630c4213b812ddd72ab1a953154a74ed19,2293943,2026-04-07 11:18:26.000000000 +0200,STALE,False,True,Built from the STALE harmonisation maps — see Task 11 rebuild
outputs/figures/figure_2_thematic_comparison.pdf,a1033bfea80c0722fadd4ad8f2768dc839eee1e8ab4329b6aaedb207236c08ef,116460,2026-04-07 11:18:26.000000000 +0200,STALE,False,True,Built from the STALE harmonisation maps
outputs/figures/figure_2_description.txt,fa7a4ee2690e494b7244d00d79a2cb394ce7c9cacc86f104dd674d266e5cac88,3275,2026-04-07 11:18:26.000000000 +0200,STALE,False,True,Diagnostic dump built from the STALE maps
appendices/appendix_a_prompt_templates.md,d8bfb6fa40850879b9cf19416b6e845a79fa7896e014a0c7f6151cf76a69414f,18729,2026-04-26 13:24:54.000000000 +0200,HISTORICAL,False,True,Full prompt/schema text; committed version redacts the model ID (uncommitted working copy de-redacts it)
appendices/appendix_b_annotation_guide.md,d68d627ab5f64aa98fd60dfbf284373b54a6c79ab0e2b613c80fbcd9b771bbba,18917,2026-04-03 20:52:10.000000000 +0200,HISTORICAL,True,True,Full annotation guide with 10 worked stratum examples using real keyword pairs
configs/candidate_gen_config.yaml,5753f8de8c8c5cb34f9e7afc07c2465c495174d046070430da7b4f4e9ab1a816,513,2026-04-03 00:34:58.000000000 +0200,HISTORICAL,False,True,"Never loaded by any executed script — documents an intended, unexecuted design (embedding model_id literally 'PLACEHOLDER')"
configs/canonical_rules.yaml,4d97c17db071be51de80e6b63a78b6b7eda16ea600d6d777a89cefe78c7a9ce4,656,2026-04-03 00:35:04.000000000 +0200,HISTORICAL,False,True,Never loaded by any executed script — documents the intended 4-tier rule; only frequency-only ran
configs/dag_config.yaml,b5a165e7be32f4ec600268acd7bbd7738f3bd93f362605f9f74372d76e4eeed2,731,2026-04-03 00:34:50.000000000 +0200,HISTORICAL,False,True,Never loaded by any executed script — explicitly self-labelled 'Placeholder values'
configs/eval_config.yaml,e2bf0c61611a9664a4d7f02a4f74ee59620d87c179278052beb4e182f2672deb,674,2026-04-03 00:35:06.000000000 +0200,HISTORICAL,False,True,Never loaded by any executed script — paths/columns don't match the real benchmark files
configs/guard_thresholds.yaml,b1cb7823be202e26d7f86c087cd5747e8c5ae7c75f5af7b11259ddec8c97dcd1,595,2026-04-03 00:34:56.000000000 +0200,HISTORICAL,False,True,Never loaded by any executed script — documents the intended asymmetric 0.80/0.70 threshold; 0.50 symmetric ran
configs/model_config.yaml,8bd5fc41a3741d2422d31d9a87f247c2b985d17eb91608b1ba59bac5dbb815b9,346,2026-04-03 23:27:08.000000000 +0200,CURRENT_AUTHORITATIVE,False,True,The one config file actually loaded by every executing script — model_id/temperature/max_tokens all confirmed exact
INTERNAL_PROJECT_STATE.md,4a2b78045d43ce339409b47eac81af826045429c7591312768c7642b1007b08a,11320,2026-04-07 12:19:16.000000000 +0200,HISTORICAL,False,True,"Gitignored, local-only. Best available proxy for manuscript claims since no manuscript file exists in this workspace"
scripts/rebuild_downstream.py,05cebb084f9f2435c2883ca7a659e6f0e808ee257dbfca86e4b3861756ec1f1e,27333,2026-04-04 18:39:38.000000000 +0200,CURRENT_AUTHORITATIVE,False,True,Produced results/downstream_results.csv; algorithm independently re-verified in Phase 0A
scripts/run_full_workflow.py,06f4fd6f386759134cf4a95c313cc95fcb663ab36d532785ba75cd22cbe2965d,25776,2026-04-07 11:09:26.000000000 +0200,CURRENT_AUTHORITATIVE,False,True,Produced the primary benchmark results; guard/metric logic independently re-verified
scripts/run_baselines.py,ede7f3ea5454b1a6e680864b8559fc6b3f686fcc7dfd2c3be431a7095e8dcd6f,21191,2026-04-07 11:09:12.000000000 +0200,CURRENT_AUTHORITATIVE,False,True,"Produced all 6 baseline results, no test-set leakage found"
scripts/run_downstream.py,a428dc9678729090ee0075a8121e43c2ea63b2e93dd8b3071b18137bfe2a6f23,49515,2026-04-07 11:09:16.000000000 +0200,CURRENT_AUTHORITATIVE,False,True,Production-scale candidate generation and LLM verification driver
scripts/generate_benchmark_candidates.py,8dd561931e30ee709516557efc8b21e3608cf7aab923be332d96137b1b2f8bab,21966,2026-04-03 10:38:36.000000000 +0200,CURRENT_AUTHORITATIVE,False,True,"Produced the 500-pair stratified candidate pool, seed 42"
scripts/split_benchmark.py,c7d489dc3bb3df8e30aaf6a76d6ab07a85629fb757d85687c8c9d5701cdcebfd,7076,2026-04-03 18:57:46.000000000 +0200,CURRENT_AUTHORITATIVE,False,True,"Produced the dev/test split, seed 42"
scripts/assemble_benchmark.py,5993e92601036c07641c7c68b4e81024250576cec525df0a5e831e2c78a1d03d,7146,2026-04-03 18:56:46.000000000 +0200,CURRENT_AUTHORITATIVE,False,True,Assembled the gold benchmark from adjudicated annotations
scripts/compute_agreement.py,e636e5a0eaf23313a77914c680e340e66b3837ee52220c0396b5dace988c75cb,12501,2026-04-03 19:53:28.000000000 +0200,CURRENT_AUTHORITATIVE,False,True,"Computed Cohen's kappa, independently re-verified"
